created_at,entry_id,ambient_temp,ambient_hum,pressure,water_temp,waver_level,ph
2025-08-16T19:21:59-06:00,3432,72.806,58.029,29.94596922,73.9625,1,7.676889716
2025-08-16T19:22:26-06:00,3433,72.842,57.993,29.94596922,74.3,1,7.771096918
2025-08-16T19:32:30-06:00,3434,72.660875,57.3698125,29.94855309,74.24375,1,7.731058857
2025-08-16T19:43:04-06:00,3435,72.662,58.2549375,29.95643391,74.1875,1,7.722815727
2025-08-16T19:53:38-06:00,3436,72.39875,58.411375,29.95552955,74.2296875,1,7.712217417
2025-08-16T20:04:12-06:00,3437,72.759875,57.5496875,29.95779967,74.18046875,1,7.751077888
2025-08-16T20:14:49-06:00,3438,72.516875,58.9313125,29.96115871,74.1734375,1,7.727526087
2025-08-16T20:25:23-06:00,3439,72.647375,58.088125,29.96442546,74.25078125,1,7.735769217
2025-08-16T20:35:57-06:00,3440,72.728375,58.798625,29.96850429,74.18046875,1,7.746367528
2025-08-16T20:46:31-06:00,3441,72.456125,59.3879375,29.97081132,74.2296875,1,7.725170907
2025-08-16T20:57:05-06:00,3442,72.77225,58.3925625,29.98182969,74.1734375,1,7.707507056
2025-08-16T21:07:39-06:00,3443,72.528125,59.833,29.98587161,74.13125,1,7.713395007
2025-08-16T21:18:14-06:00,3444,72.57425,58.831875,29.98299244,74.13125,1,7.736946807
2025-08-16T21:28:48-06:00,3445,72.69125,59.524625,29.98297398,74.0609375,1,7.752255478
2025-08-16T21:39:22-06:00,3446,72.482,59.5894375,29.98338002,74.0609375,1,7.762853788
2025-08-16T21:49:57-06:00,3447,72.748625,58.872875,29.97747402,74.13828125,1,7.756965838
2025-08-16T22:00:32-06:00,3448,72.49325,60.2679375,29.97631128,74.13125,1,7.723993317
2025-08-16T22:11:07-06:00,3449,72.752,58.8810625,29.97468713,74.2015625,1,7.746367528
2025-08-16T22:21:43-06:00,3450,72.6575,60.050625,29.97252775,74.1734375,1,7.751077888
2025-08-16T22:32:18-06:00,3451,72.5495,59.419125,29.97162339,74.12421875,1,7.762853788
2025-08-16T22:42:53-06:00,3452,72.771125,59.4026875,29.97285996,74.1171875,1,7.768741738
2025-08-16T22:53:27-06:00,3453,72.464,60.5675625,29.97841529,74.15234375,1,7.759321018
2025-08-16T23:04:01-06:00,3454,73.000625,59.9371875,29.97716026,74.2578125,1,7.747545118
2025-08-16T23:14:36-06:00,3455,73.531625,59.3885,29.97363512,74.215625,1,7.749900298
2025-08-16T23:25:10-06:00,3456,73.718375,59.755875,29.97625591,74.19453125,1,7.762853788
2025-08-16T23:35:44-06:00,3457,73.034375,58.684875,29.98537329,74.16640625,1,7.751077888
2025-08-16T23:46:19-06:00,3458,72.7295,62.7555625,29.99273733,74.1734375,1,7.767564148
2025-08-16T23:56:54-06:00,3459,73.2335,60.4274375,29.99993526,74.29296875,1,7.765208968
2025-08-17T00:07:28-06:00,3460,72.653,62.9706875,30.00320202,74.22265625,1,7.760498608
2025-08-17T00:18:02-06:00,3461,73.19525,60.7145,29.99425074,74.271875,1,7.760498608
2025-08-17T00:28:36-06:00,3462,72.74075,61.75575,29.98932293,74.2859375,1,7.735769217
2025-08-17T00:39:10-06:00,3463,73.198625,60.92975,29.98902763,74.2296875,1,7.753433068
2025-08-17T00:49:44-06:00,3464,72.77675,60.503,29.99020883,74.328125,1,7.754610658
2025-08-17T01:00:18-06:00,3465,72.96575,60.129375,29.9855394,74.215625,1,7.775807279
2025-08-17T01:10:52-06:00,3466,72.9995,59.88025,29.98149748,74.27890625,1,7.729881267
2025-08-17T01:21:26-06:00,3467,73.146875,59.6910625,29.97948575,74.271875,1,7.775807279
2025-08-17T01:32:00-06:00,3468,73.232375,59.729625,29.97957803,74.30703125,1,7.748722708
2025-08-17T01:42:34-06:00,3469,73.011875,57.697625,29.97616363,74.3,1,7.735769217
2025-08-17T01:53:08-06:00,3470,72.81275,57.8379375,29.97551766,74.3140625,1,7.768741738
2025-08-17T02:03:42-06:00,3471,73.077125,57.9511875,29.97906126,74.384375,1,7.736946807
2025-08-17T02:14:17-06:00,3472,73.1975,58.0011875,29.98015018,74.3,1,7.762853788
2025-08-17T02:24:51-06:00,3473,73.013,56.953375,29.97902435,74.2578125,1,7.751077888
2025-08-17T02:35:25-06:00,3474,72.831875,56.3201875,29.98181124,74.19453125,1,7.776984869
2025-08-17T02:45:59-06:00,3475,73.022,56.750125,29.98433974,74.2296875,1,7.762853788
2025-08-17T02:56:33-06:00,3476,73.12775,56.9385,29.98677597,74.22265625,1,7.760498608
2025-08-17T03:07:07-06:00,3477,73.27625,57.016875,29.98598235,74.2578125,1,7.785227999
2025-08-17T03:17:41-06:00,3478,72.777875,55.652625,29.98542866,74.29296875,1,7.776984869
2025-08-17T03:28:15-06:00,3479,73.0715,55.6975,29.98666523,74.34921875,1,7.767564148
2025-08-17T03:38:49-06:00,3480,73.10975,56.0323125,29.98860313,74.215625,1,7.787583179
2025-08-17T04:00:13-06:00,3481,73.254875,56.363875,29.98203271,74.159375,1,7.772274509
2025-08-17T04:10:49-06:00,3482,73.112,55.956,29.97946729,74.3,1,7.742834758
2025-08-17T04:21:24-06:00,3483,72.802625,55.2890625,29.97872905,74.271875,1,7.785227999
2025-08-17T04:31:58-06:00,3484,73.061375,55.455,29.97751093,74.3140625,1,7.764031378
2025-08-17T04:42:32-06:00,3485,73.167125,55.673625,29.97730791,74.25078125,1,7.791115949
2025-08-17T04:53:11-06:00,3486,73.22675,55.818375,29.98192197,74.18046875,1,7.767564148
2025-08-17T05:03:45-06:00,3487,73.268375,55.6056875,29.98415518,74.22265625,1,7.788760769
2025-08-17T05:14:21-06:00,3488,72.651875,54.9321875,29.98439511,74.2578125,1,7.772274509
2025-08-17T05:24:56-06:00,3489,72.998375,55.07675,29.98648067,74.30703125,1,7.782872819
2025-08-17T05:35:31-06:00,3490,73.166,55.2651875,29.9886585,74.328125,1,7.761676198
2025-08-17T05:46:05-06:00,3491,73.283,55.50625,29.99504436,74.40546875,1,7.8087798
2025-08-17T05:56:39-06:00,3492,72.813875,54.9289375,30.00106109,74.29296875,1,7.778162459
2025-08-17T06:07:17-06:00,3493,72.975875,54.734375,30.00344195,74.15234375,1,7.774629689
2025-08-17T06:17:51-06:00,3494,73.04225,55.143125,30.00573052,74.20859375,1,7.773452099
2025-08-17T06:28:27-06:00,3495,73.19075,55.203375,30.00646877,74.1734375,1,7.766386558
2025-08-17T06:39:02-06:00,3496,73.25375,55.162875,30.00910802,74.20859375,1,7.787583179
2025-08-17T06:45:47-06:00,3497,72.59,54.68,30.01447878,73.85,1,7.82762124
2025-08-17T06:55:50-06:00,3498,72.89825,54.471625,30.01667507,74.1734375,1,7.80524703
2025-08-17T07:06:24-06:00,3499,73.0355,54.7714375,30.02357771,74.12421875,1,7.789938359
2025-08-17T07:16:58-06:00,3500,73.12775,55.024625,30.02697366,74.2015625,1,7.760498608
2025-08-17T07:27:32-06:00,3501,73.209875,55.1700625,30.0307941,74.2859375,1,7.762853788
2025-08-17T07:38:07-06:00,3502,73.239125,55.3063125,30.0312555,74.2859375,1,7.767564148
2025-08-17T07:48:41-06:00,3503,72.719375,54.3809375,30.0303696,74.215625,1,7.780517639
2025-08-17T07:59:15-06:00,3504,72.874625,54.7084375,30.02854244,74.2015625,1,7.791115949
2025-08-17T08:09:49-06:00,3505,73.1165,54.7555,30.02837633,74.20859375,1,7.83115401
2025-08-17T08:20:23-06:00,3506,73.202,55.0179375,30.03051725,74.13125,1,7.765208968
2025-08-17T08:30:57-06:00,3507,73.200875,55.06025,30.03114477,74.1453125,1,7.776984869
2025-08-17T08:41:32-06:00,3508,72.58325,54.3145625,30.03182765,74.2015625,1,7.787583179
2025-08-17T08:52:06-06:00,3509,73.076,54.306,30.03596184,74.2296875,1,7.800536669
2025-08-17T09:02:40-06:00,3510,73.275125,54.5338125,30.0377521,74.22265625,1,7.784050409
2025-08-17T09:13:14-06:00,3511,73.358375,54.8671875,30.04009604,74.15234375,1,7.802891849
2025-08-17T09:23:48-06:00,3512,73.052375,54.534,30.04249535,74.12421875,1,7.786405589
2025-08-17T09:34:22-06:00,3513,72.615875,54.165875,30.03970846,74.13125,1,7.780517639
2025-08-17T09:44:56-06:00,3514,73.167125,54.0240625,30.03871182,74.13828125,1,7.774629689
2025-08-17T09:55:30-06:00,3515,73.3775,54.1564375,30.04262455,74.23671875,1,7.755788248
2025-08-17T10:06:04-06:00,3516,73.389875,54.5568125,30.04157254,74.2296875,1,7.779340049
2025-08-17T10:16:38-06:00,3517,73.1525,54.685625,30.0383427,74.1171875,1,7.789938359
2025-08-17T10:27:12-06:00,3518,72.617,54.4635625,30.03741989,74.22265625,1,7.778162459
2025-08-17T10:37:46-06:00,3519,73.182875,54.311875,30.03856417,74.103125,1,7.8087798
2025-08-17T10:41:32-06:00,3520,73.346,54.301,30.03810277,73.9625,1,7.733414037
2025-08-17T10:41:54-06:00,3521,73.328,54.326,30.03721687,73.85,1,7.752255478
2025-08-17T10:51:57-06:00,3522,73.337,54.5326875,30.03644171,74.13828125,1,7.782872819
2025-08-17T11:13:22-06:00,3523,72.94325,54.88275,30.03291656,74.09609375,1,7.794648719
2025-08-17T11:23:56-06:00,3524,72.707,54.6938125,30.03116322,74.03984375,1,7.776984869
2025-08-17T11:34:30-06:00,3525,73.274,54.5166875,30.02822868,74.08203125,1,7.785227999
2025-08-17T11:45:04-06:00,3526,73.349375,54.9095,30.02641997,74.1734375,1,7.794648719
2025-08-17T11:55:39-06:00,3527,73.347125,55.0855,30.02457434,74.159375,1,7.797003899
2025-08-17T12:06:13-06:00,3528,72.5135,54.66675,30.02115994,74.0890625,1,7.778162459
2025-08-17T12:16:47-06:00,3529,72.971375,54.586,30.02021867,74.19453125,1,7.784050409
2025-08-17T12:27:21-06:00,3530,73.2875,54.70575,30.01918512,74.16640625,1,7.773452099
2025-08-17T12:37:55-06:00,3531,73.374125,54.964,30.01593682,74.13125,1,7.765208968
2025-08-17T12:48:29-06:00,3532,72.53825,54.7795,30.01490327,74.08203125,1,7.774629689
2025-08-17T12:59:03-06:00,3533,72.932,54.5155,30.01287309,74.1171875,1,7.765208968
2025-08-17T13:09:37-06:00,3534,73.227875,54.53075,30.01086136,74.15234375,1,7.779340049
2025-08-17T13:20:11-06:00,3535,73.31225,54.8689375,30.00783453,74.13125,1,7.776984869
2025-08-17T13:30:46-06:00,3536,73.261625,55.05425,30.00563824,74.1875,1,7.782872819
2025-08-17T13:41:22-06:00,3537,72.5495,54.74625,30.00371879,74.1734375,1,7.791115949
2025-08-17T13:51:56-06:00,3538,73.189625,54.490125,30.00106109,74.26484375,1,7.784050409
2025-08-17T14:02:30-06:00,3539,73.391,54.7290625,29.99788662,74.15234375,1,7.773452099
2025-08-17T14:13:04-06:00,3540,73.3325,54.8303125,29.99277424,74.19453125,1,7.779340049
2025-08-17T14:23:38-06:00,3541,72.54725,54.697875,29.99111318,74.18046875,1,7.784050409
2025-08-17T14:34:12-06:00,3542,73.025375,54.67125,29.98921219,74.22265625,1,7.791115949
2025-08-17T14:44:48-06:00,3543,73.2965,54.7415,29.98611154,74.15234375,1,7.781695229
2025-08-17T15:05:55-06:00,3544,72.94325,54.4268125,29.98432129,74.1875,1,7.769919328
2025-08-17T15:16:29-06:00,3545,73.493375,54.2385,29.98210654,74.19453125,1,7.781695229
2025-08-17T15:27:04-06:00,3546,73.326875,54.338875,29.97981796,74.2296875,1,7.762853788
2025-08-17T15:37:38-06:00,3547,72.705875,54.4398125,29.97830455,74.15234375,1,7.81466775
2025-08-17T15:48:12-06:00,3548,73.2785,54.0441875,29.9729707,74.12421875,1,7.784050409
2025-08-17T15:58:46-06:00,3549,73.4495,54.42075,29.97367204,74.09609375,1,7.782872819
2025-08-17T16:09:20-06:00,3550,72.79025,54.4325,29.97856294,74.1875,1,7.747545118
2025-08-17T16:19:54-06:00,3551,73.038875,54.1718125,29.98448739,74.159375,1,7.787583179
2025-08-17T16:30:28-06:00,3552,73.30325,54.238875,29.98651758,74.15234375,1,7.799359079
2025-08-17T16:41:02-06:00,3553,73.396625,54.3195,29.98631456,74.103125,1,7.766386558
2025-08-17T16:51:36-06:00,3554,72.631625,54.300125,29.98201426,74.08203125,1,7.765208968
2025-08-17T17:02:10-06:00,3555,73.144625,54.1585625,29.97741865,74.1171875,1,7.782872819
2025-08-17T17:12:44-06:00,3556,73.491125,54.19875,29.97236164,74.159375,1,7.773452099
2025-08-17T17:23:18-06:00,3557,72.719375,54.2268125,29.97040528,74.328125,1,7.792293539
2025-08-17T17:33:52-06:00,3558,73.088375,53.901,29.96963012,74.2296875,1,7.800536669
2025-08-17T17:44:26-06:00,3559,73.346,53.9358125,29.9685412,74.23671875,1,7.795826309
2025-08-17T17:55:00-06:00,3560,73.22675,54.10375,29.96536673,74.075,1,7.769919328
2025-08-17T18:05:34-06:00,3561,72.786875,54.07125,29.96030972,74.0890625,1,7.795826309
2025-08-17T18:16:08-06:00,3562,73.306625,53.809625,29.95903624,74.215625,1,7.772274509
2025-08-17T18:26:42-06:00,3563,73.425875,54.088375,29.95643391,74.30703125,1,7.80760221
2025-08-17T18:37:16-06:00,3564,72.63725,54.1374375,29.95337017,74.25078125,1,7.81466775
2025-08-17T18:47:50-06:00,3565,73.214375,53.7611875,29.9550866,74.20859375,1,7.776984869
2025-08-17T18:58:24-06:00,3566,73.452875,53.838625,29.95678458,74.22265625,1,7.761676198
2025-08-17T19:08:58-06:00,3567,72.890375,53.67425,29.95934999,74.1453125,1,7.778162459
2025-08-17T19:19:32-06:00,3568,73.06475,53.4128125,29.96078958,74.1171875,1,7.8323316
2025-08-17T19:30:06-06:00,3569,73.5215,53.3576875,29.96209997,74.05390625,1,7.799359079
2025-08-17T19:40:46-06:00,3570,73.275125,53.546875,29.96804288,74.05390625,1,7.793471129
2025-08-17T19:51:25-06:00,3571,72.867875,53.4065,29.97819381,74.1875,1,7.775807279
2025-08-17T20:02:04-06:00,3572,73.441625,53.08975,29.98751422,74.1875,1,7.791115949
2025-08-17T20:12:38-06:00,3573,73.596875,53.3230625,29.99912319,74.22265625,1,7.788760769
2025-08-17T20:23:17-06:00,3574,72.824,53.32875,30.00689327,74.13125,1,7.798181489
2025-08-17T20:33:56-06:00,3575,73.2245,53.2011875,30.01060297,74.02578125,1,7.781695229
2025-08-17T20:44:30-06:00,3576,73.540625,53.1654375,30.0146818,74.05390625,1,7.81820052
2025-08-17T20:55:10-06:00,3577,72.8465,53.2533125,30.01973881,74.0609375,1,7.779340049
2025-08-17T21:05:49-06:00,3578,73.157,52.960125,30.01929586,74.03984375,1,7.81820052
2025-08-17T21:16:28-06:00,3579,73.51025,53.0065,30.0231163,74.09609375,1,7.784050409
2025-08-17T21:27:07-06:00,3580,73.270625,53.05075,30.03917323,74.13125,1,7.81937811
2025-08-17T21:37:46-06:00,3581,72.81725,52.9801875,30.04841981,74.13125,1,7.8323316
2025-08-17T21:48:25-06:00,3582,73.158125,53.263625,30.0447101,74.16640625,1,7.784050409
2025-08-17T21:59:04-06:00,3583,73.35725,53.161375,30.04570674,74.13828125,1,7.786405589
2025-08-17T22:09:44-06:00,3584,72.811625,52.742875,30.04688794,74.05390625,1,7.798181489
2025-08-17T22:20:23-06:00,3585,73.140125,52.969,30.04581748,73.99765625,1,7.81231257
2025-08-17T22:31:02-06:00,3586,73.33025,53.14125,30.05205568,74.01171875,1,7.782872819
2025-08-17T22:41:41-06:00,3587,72.90725,52.7690625,30.05240635,74.103125,1,7.80524703
2025-08-17T22:52:20-06:00,3588,73.054625,52.5535,30.05139126,74.19453125,1,7.793471129
2025-08-17T23:02:54-06:00,3589,73.24025,52.9910625,30.05052382,74.103125,1,7.784050409
2025-08-17T23:13:33-06:00,3590,73.292,52.73125,30.05065301,74.06796875,1,7.81584534
2025-08-17T23:24:12-06:00,3591,72.892625,52.6173125,30.05857074,74.0890625,1,7.794648719
2025-08-17T23:34:52-06:00,3592,73.25825,52.923125,30.05761101,74.0609375,1,7.80406944
2025-08-17T23:45:31-06:00,3593,73.32575,53.208125,30.0553409,74.02578125,1,7.82997642
2025-08-17T23:56:10-06:00,3594,72.851,52.5238125,30.05825698,73.934375,1,7.802891849
2025-08-18T00:06:49-06:00,3595,73.128875,52.73825,30.06113615,73.92734375,1,7.800536669
2025-08-18T00:17:29-06:00,3596,73.283,53.1450625,30.06728208,73.96953125,1,7.81113498
2025-08-18T00:28:08-06:00,3597,73.016375,52.672375,30.06838946,74.01171875,1,7.785227999
2025-08-18T00:38:47-06:00,3598,73.054625,52.71525,30.06538109,74.0328125,1,7.780517639
2025-08-18T00:49:26-06:00,3599,73.24025,53.200375,30.06739282,74.03984375,1,7.792293539
2025-08-18T01:00:05-06:00,3600,73.32575,53.106875,30.06742973,73.95546875,1,7.772274509
2025-08-18T01:10:44-06:00,3601,72.81275,52.6835625,30.06632236,73.9765625,1,7.789938359
2025-08-18T01:21:23-06:00,3602,73.223375,53.03025,30.06519653,74.0328125,1,7.776984869
2025-08-18T01:32:02-06:00,3603,73.31225,53.349625,30.06599015,73.94140625,1,7.789938359
2025-08-18T01:42:41-06:00,3604,72.761,52.6659375,30.06460593,74.0046875,1,7.82762124
2025-08-18T01:53:15-06:00,3605,73.122125,52.86725,30.06589786,73.9765625,1,7.773452099
2025-08-18T02:03:55-06:00,3606,73.2245,53.408125,30.06647001,73.9484375,1,7.791115949
2025-08-18T02:14:34-06:00,3607,73.202,53.257,30.06765121,73.85,1,7.791115949
2025-08-18T02:25:13-06:00,3608,72.843125,53.0875625,30.06676531,73.9765625,1,7.786405589
2025-08-18T02:35:52-06:00,3609,73.131125,53.5495625,30.06503042,73.90625,1,7.756965838
2025-08-18T02:46:31-06:00,3610,73.362875,53.4973125,30.06521498,73.87109375,1,7.80524703
2025-08-18T02:57:11-06:00,3611,72.719375,53.0548125,30.07156393,73.85,1,7.792293539
2025-08-18T03:07:50-06:00,3612,73.13,53.283625,30.07603034,73.7796875,1,7.795826309
2025-08-18T03:18:29-06:00,3613,73.31,53.6029375,30.07684241,73.89921875,1,7.782872819
2025-08-18T03:29:08-06:00,3614,73.297625,53.330625,30.08298834,73.80078125,1,7.799359079
2025-08-18T03:39:47-06:00,3615,72.77,53.1009375,30.08815609,73.74453125,1,7.81937811
2025-08-18T03:50:27-06:00,3616,73.265,53.2238125,30.08112426,73.77265625,1,7.786405589
2025-08-18T04:01:06-06:00,3617,73.333625,53.5781875,30.07564276,73.8078125,1,7.81113498
2025-08-18T04:11:40-06:00,3618,72.701375,53.0978125,30.07418472,73.80078125,1,7.795826309
2025-08-18T04:22:19-06:00,3619,73.0175,53.2136875,30.07086259,73.7515625,1,7.764031378
2025-08-18T04:32:58-06:00,3620,73.2065,53.59,30.07086259,73.73046875,1,7.760498608
2025-08-18T04:43:32-06:00,3621,73.304375,53.69275,30.07108407,73.78671875,1,7.781695229
2025-08-18T04:54:11-06:00,3622,72.70025,53.2010625,30.07185923,73.7796875,1,7.794648719
2025-08-18T05:04:50-06:00,3623,73.10075,53.384625,30.07403707,73.81484375,1,7.798181489
2025-08-18T05:15:30-06:00,3624,73.256,53.7216875,30.07270822,73.74453125,1,7.764031378
2025-08-18T05:26:09-06:00,3625,72.973625,53.2315625,30.07599343,73.765625,1,7.778162459
2025-08-18T05:36:48-06:00,3626,72.905,53.190625,30.07997997,73.68828125,1,7.756965838
2025-08-18T05:47:27-06:00,3627,73.194125,53.4719375,30.08210244,73.7515625,1,7.798181489
2025-08-18T05:58:07-06:00,3628,73.320125,53.5494375,30.08278532,73.81484375,1,7.781695229
2025-08-18T06:08:49-06:00,3629,72.61025,55.808875,30.0864212,73.709375,1,7.747545118
2025-08-18T06:19:28-06:00,3630,72.366125,60.0276875,30.0929178,73.68828125,1,7.774629689
2025-08-18T06:30:07-06:00,3631,72.47975,61.45425,30.09830702,73.6109375,1,7.779340049
2025-08-18T06:40:46-06:00,3632,72.64625,60.2846875,30.10240431,73.58984375,1,7.779340049
2025-08-18T06:51:25-06:00,3633,72.70025,58.496375,30.10432375,73.5828125,1,7.787583179
2025-08-18T07:01:59-06:00,3634,72.73175,57.4593125,30.11249987,73.5828125,1,7.774629689
2025-08-18T07:12:38-06:00,3635,72.7565,56.9233125,30.11617266,73.57578125,1,7.767564148
2025-08-18T07:23:18-06:00,3636,72.791375,56.7509375,30.11781527,73.7234375,1,7.748722708
2025-08-18T07:33:57-06:00,3637,72.80825,56.832375,30.11672635,73.596875,1,7.755788248
2025-08-18T07:44:36-06:00,3638,72.843125,56.8054375,30.12121121,73.56171875,1,7.728703677
2025-08-18T07:55:15-06:00,3639,72.8465,56.745625,30.12552997,73.57578125,1,7.721638137
2025-08-18T08:05:55-06:00,3640,73.032125,55.566125,30.12632359,73.653125,1,7.774629689
2025-08-18T08:16:34-06:00,3641,72.897125,55.6283125,30.12792928,73.7796875,1,7.727526087
2025-08-18T08:27:13-06:00,3642,72.804875,55.960375,30.13333696,73.7515625,1,7.752255478
2025-08-18T08:37:52-06:00,3643,73.157,54.58825,30.13158362,73.75859375,1,7.705151876
2025-08-18T08:48:31-06:00,3644,72.739625,55.4135,30.1313806,73.68828125,1,7.696908746
2025-08-18T08:59:10-06:00,3645,72.72275,55.59775,30.13171281,73.73046875,1,7.688665616
2025-08-18T09:09:50-06:00,3646,73.24025,54.4004375,30.13293093,73.67421875,1,7.715750187
